Salary,UndergradMajor,CompanySize,DevType,YearsCoding,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,Age,Country,Student,Currency,OpenSource
NA,"Information systems, information technology, or system administration",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer,3-5 years,JavaScript;SQL;TypeScript;HTML;CSS,PostgreSQL,Heroku;Mac OS,Node.js;React,25 - 34 years old,United States,No,U.S. dollars ($),Yes
15500,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;QA or test developer;Student,9-11 years,Assembly;C;C++;Haskell;Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Oracle;MariaDB,Linux,Node.js;React,18 - 24 years old,United States,"Yes, full-time",U.S. dollars ($),No
130000,"A social science (ex. anthropology, psychology, political science)","10,000 or more employees",Desktop or enterprise applications developer;Engineering manager;Front-end developer;Full-stack developer,21-23 years,JavaScript;Ruby;HTML;CSS,MySQL;SQLite;Amazon DynamoDB,Amazon Echo;Heroku;IBM Cloud or Watson,Node.js,35 - 44 years old,United States,No,U.S. dollars ($),Yes
8000,"Another engineering discipline (ex. civil, electrical, mechanical)",100 to 499 employees,Back-end developer;Front-end developer,0-2 years,C#;CoffeeScript;JavaScript;Python;Ruby;VBA;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon RDS/Aurora,NA,React,25 - 34 years old,Poland,No,Polish złoty (zł),Yes
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Data or business analyst,6-8 years,NA,NA,NA,NA,NA,Spain,No,NA,No
90000,NA,100 to 499 employees,Back-end developer;Data or business analyst,15-17 years,C;C++;C#;JavaScript;Perl;Python;SQL;HTML;CSS,SQL Server;MySQL,Arduino;Linux;Raspberry Pi;Windows Desktop or Server,NA,35 - 44 years old,Canada,No,Canadian dollars (C$),Yes
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Database administrator;Desktop or enterprise applications developer;Embedded applications or devices developer;Full-stack developer;System administrator,27-29 years,C++;JavaScript;PHP;Python;SQL;Delphi/Object Pascal;HTML;CSS,SQL Server;MySQL,Arduino;Google Cloud Platform/App Engine;Raspberry Pi;Windows Desktop or Server,NA,NA,United Kingdom,No,British pounds sterling (£),Yes
120000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",DevOps specialist,30 or more years,C#;Go;JavaScript;Ruby;HTML;CSS;Bash/Shell,NA,Amazon Echo;AWS;Serverless,Node.js,45 - 54 years old,United States,No,U.S. dollars ($),Yes
48000,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Front-end developer,3-5 years,C++;JavaScript;PHP;HTML;CSS,MySQL,NA,NA,18 - 24 years old,United States,No,U.S. dollars ($),No
1100,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Front-end developer;Full-stack developer;Student,9-11 years,C#;Java;JavaScript;PHP;Python;R;SQL;TypeScript;HTML;CSS,SQL Server;MySQL;MariaDB;IBM Db2,NA,Angular;React,18 - 24 years old,France,"Yes, part-time",Euros (€),Yes
420000,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Database administrator;DevOps specialist;Full-stack developer,3-5 years,C;C#;JavaScript;PHP;Python;R;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL,Amazon Echo;Android;Google Cloud Platform/App Engine;Google Home;Heroku;Linux;Serverless;Windows Desktop or Server;WordPress;Firebase,Angular;Django;Node.js;Cordova,18 - 24 years old,India,No,Indian rupees (₹),Yes
73000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,18-20 years,JavaScript;PHP;SQL;HTML;CSS,MySQL,NA,NA,35 - 44 years old,Canada,No,Canadian dollars (C$),No
NA,"Computer science, computer engineering, or software engineering",10 to 19 employees,Data scientist or machine learning specialist;DevOps specialist;Full-stack developer;Mobile developer,6-8 years,C;C++;Java;JavaScript;Objective-C;Python;SQL;Swift;VBA;HTML;CSS,MongoDB;Redis;MySQL;PostgreSQL;Google Cloud Storage,NA,NA,NA,Viet Nam,"Yes, full-time",NA,Yes
NA,"Information systems, information technology, or system administration",500 to 999 employees,Back-end developer;Front-end developer;Full-stack developer,3-5 years,Go;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL,Linux,Angular;Django;Node.js,18 - 24 years old,Russian Federation,No,Russian rubles (₽),Yes
50000,NA,100 to 499 employees,Full-stack developer,0-2 years,JavaScript;HTML;CSS;Bash/Shell,Redis;MySQL;Memcached,NA,Node.js;React,NA,Belarus,No,Russian rubles (₽),No
100000,Mathematics or statistics,"10,000 or more employees",Back-end developer;Front-end developer,15-17 years,Java;PHP;Python;SQL;Bash/Shell,PostgreSQL;Oracle,Linux,NA,45 - 54 years old,Canada,No,Canadian dollars (C$),No
110000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Engineering manager;Front-end developer;Full-stack developer,21-23 years,C#;CoffeeScript;JavaScript;Python;SQL;TypeScript;VB.NET;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL,Azure,Angular,25 - 34 years old,United States,No,U.S. dollars ($),Yes
135000,"Computer science, computer engineering, or software engineering",20 to 99 employees,"C-suite executive (CEO, CTO, etc.);Engineering manager;Full-stack developer",18-20 years,C#;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Heroku;Linux;Mac OS;Serverless,Angular;.NET Core;Node.js,35 - 44 years old,United States,No,U.S. dollars ($),No
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Engineering manager,30 or more years,C#;JavaScript;SQL;HTML;CSS,"MongoDB;Redis;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;SharePoint;WordPress,Angular;.NET Core;Node.js,55 - 64 years old,United States,No,U.S. dollars ($),Yes
3200,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,6-8 years,Lua;Python;HTML;CSS;Bash/Shell,MongoDB;Redis;MariaDB,NA,NA,25 - 34 years old,Argentina,No,U.S. dollars ($),Yes
468000,"Information systems, information technology, or system administration",20 to 99 employees,Back-end developer;Data or business analyst;Database administrator;DevOps specialist;System administrator,18-20 years,C#;Python;Ruby;SQL;Delphi/Object Pascal,SQL Server,NA,.NET Core,35 - 44 years old,South Africa,No,South African rands (R),No
3500,"A business discipline (ex. accounting, finance, marketing)",20 to 99 employees,Data or business analyst;QA or test developer,3-5 years,Ruby;Swift;Bash/Shell,NA,Android;iOS;Linux;Mac OS,NA,25 - 34 years old,Netherlands,No,Euros (€),No
NA,NA,"1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,9-11 years,Java;JavaScript;PHP;SQL;HTML;CSS,MySQL;MariaDB,NA,Angular;Node.js;React,18 - 24 years old,Germany,"Yes, full-time",Euros (€),No
41000,Web development or web design,100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,9-11 years,JavaScript;TypeScript;HTML;CSS;Bash/Shell,MongoDB,Heroku;iOS;Linux;Mac OS,Angular;Node.js;React;Cordova,25 - 34 years old,Sweden,No,Swedish kroner (SEK),Yes
47500,"Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer;Mobile developer,12-14 years,Groovy;Java;Python;Kotlin;Bash/Shell,NA,Android;AWS;Google Cloud Platform/App Engine;Firebase,NA,25 - 34 years old,Spain,No,Euros (€),Yes
NA,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer,3-5 years,Java;PHP;SQL;HTML;CSS;Bash/Shell,MySQL,Android;WordPress;Firebase,Spring,NA,Mexico,No,NA,Yes
NA,Mathematics or statistics,20 to 99 employees,Embedded applications or devices developer;Engineering manager,15-17 years,NA,NA,NA,NA,NA,India,No,NA,No
1200,"Computer science, computer engineering, or software engineering",100 to 499 employees,Game or graphics developer;Student,0-2 years,C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Windows Desktop or Server,NA,18 - 24 years old,Germany,"Yes, part-time",Euros (€),No
430000,"Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Mobile developer,6-8 years,C++;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite,Android;Linux;Mac OS,Spring,25 - 34 years old,Armenia,No,NA,No
105000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer;Mobile developer,9-11 years,C#;Java;JavaScript;SQL;HTML;CSS,NA,Android;Windows Desktop or Server;Windows Phone,.NET Core;React,25 - 34 years old,United States,No,U.S. dollars ($),No
20000,"Another engineering discipline (ex. civil, electrical, mechanical)",10 to 19 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,9-11 years,C#;JavaScript;PHP;SQL;TypeScript;VB.NET;HTML;CSS;Bash/Shell,"SQL Server;MySQL;SQLite;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure;Windows Desktop or Server,Angular;Xamarin,18 - 24 years old,United Kingdom,No,British pounds sterling (£),No
NA,"A humanities discipline (ex. literature, history, philosophy)","1,000 to 4,999 employees",Back-end developer,3-5 years,C#,SQL Server,Windows Desktop or Server,NA,25 - 34 years old,Poland,No,Polish złoty (zł),No
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Game or graphics developer;Mobile developer;Student,9-11 years,Java;Swift,NA,Android;iOS;Firebase,Node.js,NA,Turkey,"Yes, full-time",NA,Yes
125000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Mobile developer,12-14 years,C++;Groovy;Java;JavaScript;Kotlin;Bash/Shell,SQLite,Android,NA,25 - 34 years old,Canada,No,Canadian dollars (C$),No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,"C-suite executive (CEO, CTO, etc.);Engineering manager",18-20 years,NA,NA,NA,NA,NA,Australia,No,NA,Yes
7347,"Information systems, information technology, or system administration","10,000 or more employees",Back-end developer;Designer;Front-end developer;Mobile developer,18-20 years,C#;Java;JavaScript;Objective-C;SQL;Swift;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server;MySQL;SQLite;Oracle,Azure;iOS;Raspberry Pi;Windows Desktop or Server,NA,25 - 34 years old,United States,No,U.S. dollars ($),No
NA,"Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Back-end developer;Data or business analyst;Front-end developer;Full-stack developer,12-14 years,C;C++;Java;JavaScript;Python;VBA;HTML;CSS,MongoDB,Windows Desktop or Server,Node.js,25 - 34 years old,Philippines,"Yes, part-time",NA,No
22000,"A humanities discipline (ex. literature, history, philosophy)","1,000 to 4,999 employees",Back-end developer;Student,0-2 years,C;C++;Java;JavaScript;Scala;SQL;HTML;CSS;Bash/Shell,Cassandra;SQL Server;MySQL;MariaDB;Amazon DynamoDB,AWS;Linux,Angular;Spring,18 - 24 years old,Ukraine,"Yes, full-time",NA,No
3000,"Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Back-end developer;Database administrator;Front-end developer;Full-stack developer;Mobile developer;System administrator,18-20 years,Go;JavaScript;PHP;HTML;CSS;Bash/Shell,MySQL,Android;iOS;Linux;WordPress,Angular;Node.js;Cordova,25 - 34 years old,Netherlands,No,Euros (€),Yes
NA,"A natural science (ex. biology, chemistry, physics)",20 to 99 employees,Back-end developer;Database administrator,0-2 years,JavaScript;PHP;SQL;HTML;CSS,MySQL;Elasticsearch,NA,Angular,25 - 34 years old,Azerbaijan,No,U.S. dollars ($),No
NA,"Computer science, computer engineering, or software engineering","10,000 or more employees",Data scientist or machine learning specialist,6-8 years,C++;Haskell;Java;Python;Bash/Shell,NA,Android;Linux;Windows Desktop or Server,TensorFlow;Torch/PyTorch,25 - 34 years old,Poland,No,Polish złoty (zł),No
3000,"Information systems, information technology, or system administration",10 to 19 employees,Front-end developer;Mobile developer,3-5 years,Java;JavaScript;Objective-C;HTML;CSS,NA,Android;iOS,React,25 - 34 years old,Brazil,"Yes, part-time",Brazilian reais (R$),No
35000,"Information systems, information technology, or system administration",20 to 99 employees,Front-end developer,12-14 years,JavaScript;HTML;CSS;Bash/Shell,NA,NA,Node.js;React,25 - 34 years old,Israel,No,NA,Yes
51000,"Computer science, computer engineering, or software engineering",500 to 999 employees,Mobile developer,9-11 years,Java;Objective-C;Python;Swift;HTML;CSS,NA,Android;iOS,NA,25 - 34 years old,Netherlands,No,Euros (€),No
36000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Educator or academic researcher,15-17 years,NA,NA,NA,NA,35 - 44 years old,United Kingdom,No,British pounds sterling (£),Yes
NA,"A business discipline (ex. accounting, finance, marketing)",100 to 499 employees,Back-end developer;DevOps specialist,12-14 years,C;PHP;SQL,MySQL,Linux,NA,25 - 34 years old,Bulgaria,No,NA,Yes
NA,"Information systems, information technology, or system administration","5,000 to 9,999 employees",Back-end developer;Designer;Front-end developer;Full-stack developer;Game or graphics developer;QA or test developer,6-8 years,Java;JavaScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Oracle,Arduino,Angular,NA,Brazil,No,NA,No
48000,"A natural science (ex. biology, chemistry, physics)","1,000 to 4,999 employees",Educator or academic researcher,9-11 years,Python;R;HTML;CSS;Bash/Shell,MariaDB,Linux;Mac OS;Windows Desktop or Server,NA,25 - 34 years old,Germany,No,Euros (€),Yes
2108,NA,100 to 499 employees,Full-stack developer,9-11 years,C++;Go;Haskell;Java;JavaScript;PHP;R;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL,Arduino;Linux;Raspberry Pi;WordPress,Angular,18 - 24 years old,Bulgaria,"Yes, full-time",NA,No
115000,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,"C-suite executive (CEO, CTO, etc.);Full-stack developer;Game or graphics developer",6-8 years,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MariaDB;Google BigQuery;Google Cloud Storage,Android;Google Cloud Platform/App Engine;iOS;WordPress,NA,25 - 34 years old,United States,No,U.S. dollars ($),Yes
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Data scientist or machine learning specialist;Embedded applications or devices developer;Front-end developer;Full-stack developer;Mobile developer,3-5 years,NA,NA,NA,NA,NA,Germany,"Yes, full-time",NA,Yes
12000,"Information systems, information technology, or system administration",20 to 99 employees,Mobile developer,12-14 years,Objective-C;SQL;Delphi/Object Pascal;HTML;CSS,SQLite,Firebase,NA,25 - 34 years old,Poland,No,Polish złoty (zł),No
NA,Web development or web design,10 to 19 employees,Back-end developer,3-5 years,NA,NA,NA,NA,NA,Bangladesh,"Yes, full-time",NA,Yes
140000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;DevOps specialist;Front-end developer;Full-stack developer;Mobile developer,6-8 years,Go;Groovy;Java;Python;SQL;Swift;Kotlin;Bash/Shell,Redis;PostgreSQL;Amazon DynamoDB,Amazon Echo;Android;Apple Watch or Apple TV;AWS;Google Home;iOS;Linux;Mac OS;Raspberry Pi;Serverless,NA,35 - 44 years old,United States,No,U.S. dollars ($),Yes
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,System administrator,0-2 years,NA,NA,NA,NA,NA,India,No,NA,Yes
76000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer,15-17 years,Groovy;Java;Lua;SQL;Bash/Shell,PostgreSQL;Oracle;Elasticsearch,AWS;Serverless,Spring,35 - 44 years old,Denmark,No,Danish krone (kr),Yes
NA,NA,"1,000 to 4,999 employees",Student,0-2 years,Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS,MySQL;MariaDB,NA,Angular,18 - 24 years old,Germany,NA,Euros (€),No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,"C-suite executive (CEO, CTO, etc.);Marketing or sales professional;Product manager",18-20 years,C#;Java;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;Oracle,AWS;Azure;Google Cloud Platform/App Engine;Salesforce;WordPress,Spring,35 - 44 years old,United States,No,NA,No
